rep,Method,Item,Accuracy
26,MICE (random forest),Trouble sleeping at night,0.46153846153846156
26,MICE (random forest),Problems concentrating or making decision,0.5
26,MICE (random forest),Overeating or loss of appetite,0.72
26,MICE (random forest),Feeling anxious,0.8333333333333334
26,MICE (random forest),Feeling of guilt,0.5909090909090909
26,MICE (random forest),Problems of bonding with baby,0.36
26,Iterative MCA (2 dims),Age,0.3888888888888889
26,Iterative MCA (2 dims),Feeling sad or Tearful,0.5
26,Iterative MCA (2 dims),Irritable towards baby & partner,0.3448275862068966
26,Iterative MCA (2 dims),Trouble sleeping at night,0.5
26,Iterative MCA (2 dims),Problems concentrating or making decision,0.36666666666666664
26,Iterative MCA (2 dims),Overeating or loss of appetite,0.68
26,Iterative MCA (2 dims),Feeling anxious,0.7083333333333334
26,Iterative MCA (2 dims),Feeling of guilt,0.45454545454545453
26,Iterative MCA (2 dims),Problems of bonding with baby,0.44
27,Marginal sampling,Age,0.3333333333333333
27,Marginal sampling,Feeling sad or Tearful,0.4
27,Marginal sampling,Irritable towards baby & partner,0.3333333333333333
27,Marginal sampling,Trouble sleeping at night,0.2727272727272727
27,Marginal sampling,Problems concentrating or making decision,0.15384615384615385
27,Marginal sampling,Overeating or loss of appetite,0.5909090909090909
27,Marginal sampling,Feeling anxious,0.6923076923076923
27,Marginal sampling,Feeling of guilt,0.2777777777777778
27,Marginal sampling,Problems of bonding with baby,0.375
27,Mode,Age,0.38095238095238093
27,Mode,Feeling sad or Tearful,0.4
27,Mode,Irritable towards baby & partner,0.4583333333333333
27,Mode,Trouble sleeping at night,0.3181818181818182
27,Mode,Problems concentrating or making decision,0.38461538461538464
27,Mode,Overeating or loss of appetite,0.6818181818181818
27,Mode,Feeling anxious,0.6153846153846154
27,Mode,Feeling of guilt,0.2777777777777778
27,Mode,Problems of bonding with baby,0.16666666666666666
27,"KNN (Hamming, k=7)",Age,0.2857142857142857
27,"KNN (Hamming, k=7)",Feeling sad or Tearful,0.48
27,"KNN (Hamming, k=7)",Irritable towards baby & partner,0.7083333333333334
27,"KNN (Hamming, k=7)",Trouble sleeping at night,0.22727272727272727
27,"KNN (Hamming, k=7)",Problems concentrating or making decision,0.5
27,"KNN (Hamming, k=7)",Overeating or loss of appetite,0.6818181818181818
27,"KNN (Hamming, k=7)",Feeling anxious,0.6923076923076923
27,"KNN (Hamming, k=7)",Feeling of guilt,0.6111111111111112
27,"KNN (Hamming, k=7)",Problems of bonding with baby,0.5833333333333334
27,MICE (logistic),Age,0.14285714285714285
27,MICE (logistic),Feeling sad or Tearful,0.4
27,MICE (logistic),Irritable towards baby & partner,0.5833333333333334
27,MICE (logistic),Trouble sleeping at night,0.3181818181818182
27,MICE (logistic),Problems concentrating or making decision,0.34615384615384615
27,MICE (logistic),Overeating or loss of appetite,0.6818181818181818
27,MICE (logistic),Feeling anxious,0.8076923076923077
27,MICE (logistic),Feeling of guilt,0.4444444444444444
27,MICE (logistic),Problems of bonding with baby,0.5
27,MICE (random forest),Age,0.19047619047619047
27,MICE (random forest),Feeling sad or Tearful,0.32
27,MICE (random forest),Irritable towards baby & partner,0.5833333333333334
27,MICE (random forest),Trouble sleeping at night,0.2727272727272727
27,MICE (random forest),Problems concentrating or making decision,0.5
27,MICE (random forest),Overeating or loss of appetite,0.6363636363636364
27,MICE (random forest),Feeling anxious,0.7307692307692307
27,MICE (random forest),Feeling of guilt,0.6111111111111112
27,MICE (random forest),Problems of bonding with baby,0.5416666666666666
27,Iterative MCA (2 dims),Age,0.23809523809523808
27,Iterative MCA (2 dims),Feeling sad or Tearful,0.36
27,Iterative MCA (2 dims),Irritable towards baby & partner,0.5
27,Iterative MCA (2 dims),Trouble sleeping at night,0.45454545454545453
27,Iterative MCA (2 dims),Problems concentrating or making decision,0.3076923076923077
27,Iterative MCA (2 dims),Overeating or loss of appetite,0.6818181818181818
27,Iterative MCA (2 dims),Feeling anxious,0.7307692307692307
27,Iterative MCA (2 dims),Feeling of guilt,0.2222222222222222
27,Iterative MCA (2 dims),Problems of bonding with baby,0.5416666666666666
28,Marginal sampling,Age,0.2
28,Marginal sampling,Feeling sad or Tearful,0.32
28,Marginal sampling,Irritable towards baby & partner,0.38461538461538464
28,Marginal sampling,Trouble sleeping at night,0.2857142857142857
28,Marginal sampling,Problems concentrating or making decision,0.36666666666666664
28,Marginal sampling,Overeating or loss of appetite,0.45161290322580644
28,Marginal sampling,Feeling anxious,0.3793103448275862
28,Marginal sampling,Feeling of guilt,0.4444444444444444
28,Marginal sampling,Problems of bonding with baby,0.3939393939393939
28,Mode,Age,0.16666666666666666
28,Mode,Feeling sad or Tearful,0.48
28,Mode,Irritable towards baby & partner,0.4230769230769231
28,Mode,Trouble sleeping at night,0.2857142857142857
28,Mode,Problems concentrating or making decision,0.23333333333333334
28,Mode,Overeating or loss of appetite,0.6774193548387096
28,Mode,Feeling anxious,0.6206896551724138
28,Mode,Feeling of guilt,0.4444444444444444
28,Mode,Problems of bonding with baby,0.30303030303030304
28,"KNN (Hamming, k=7)",Age,0.23333333333333334
28,"KNN (Hamming, k=7)",Feeling sad or Tearful,0.48
28,"KNN (Hamming, k=7)",Irritable towards baby & partner,0.5769230769230769
28,"KNN (Hamming, k=7)",Trouble sleeping at night,0.5238095238095238
28,"KNN (Hamming, k=7)",Problems concentrating or making decision,0.4
28,"KNN (Hamming, k=7)",Overeating or loss of appetite,0.6129032258064516
28,"KNN (Hamming, k=7)",Feeling anxious,0.6896551724137931
28,"KNN (Hamming, k=7)",Feeling of guilt,0.4444444444444444
28,"KNN (Hamming, k=7)",Problems of bonding with baby,0.5757575757575758
28,MICE (logistic),Age,0.23333333333333334
28,MICE (logistic),Feeling sad or Tearful,0.56
28,MICE (logistic),Irritable towards baby & partner,0.34615384615384615
28,MICE (logistic),Trouble sleeping at night,0.19047619047619047
28,MICE (logistic),Problems concentrating or making decision,0.4
28,MICE (logistic),Overeating or loss of appetite,0.6129032258064516
28,MICE (logistic),Feeling anxious,0.8620689655172413
28,MICE (logistic),Feeling of guilt,0.5185185185185185
28,MICE (logistic),Problems of bonding with baby,0.5454545454545454
28,MICE (random forest),Age,0.23333333333333334
28,MICE (random forest),Feeling sad or Tearful,0.56
28,MICE (random forest),Irritable towards baby & partner,0.5384615384615384
28,MICE (random forest),Trouble sleeping at night,0.42857142857142855
28,MICE (random forest),Problems concentrating or making decision,0.3333333333333333
28,MICE (random forest),Overeating or loss of appetite,0.6129032258064516
28,MICE (random forest),Feeling anxious,0.8275862068965517
28,MICE (random forest),Feeling of guilt,0.37037037037037035
28,MICE (random forest),Problems of bonding with baby,0.45454545454545453
28,Iterative MCA (2 dims),Age,0.3
28,Iterative MCA (2 dims),Feeling sad or Tearful,0.44
28,Iterative MCA (2 dims),Irritable towards baby & partner,0.5
28,Iterative MCA (2 dims),Trouble sleeping at night,0.3333333333333333
28,Iterative MCA (2 dims),Problems concentrating or making decision,0.5
28,Iterative MCA (2 dims),Overeating or loss of appetite,0.6451612903225806
28,Iterative MCA (2 dims),Feeling anxious,0.7586206896551724
28,Iterative MCA (2 dims),Feeling of guilt,0.5185185185185185
28,Iterative MCA (2 dims),Problems of bonding with baby,0.3333333333333333
29,Marginal sampling,Age,0.0
29,Marginal sampling,Feeling sad or Tearful,0.4482758620689655
29,Marginal sampling,Irritable towards baby & partner,0.25
29,Marginal sampling,Trouble sleeping at night,0.3333333333333333
29,Marginal sampling,Problems concentrating or making decision,0.42105263157894735
29,Marginal sampling,Overeating or loss of appetite,0.7058823529411765
29,Marginal sampling,Feeling anxious,0.5
29,Marginal sampling,Feeling of guilt,0.32142857142857145
29,Marginal sampling,Problems of bonding with baby,0.36363636363636365
29,Mode,Age,0.38095238095238093
29,Mode,Feeling sad or Tearful,0.41379310344827586
29,Mode,Irritable towards baby & partner,0.6
29,Mode,Trouble sleeping at night,0.38095238095238093
29,Mode,Problems concentrating or making decision,0.3157894736842105
29,Mode,Overeating or loss of appetite,0.7647058823529411
29,Mode,Feeling anxious,0.7142857142857143
29,Mode,Feeling of guilt,0.35714285714285715
29,Mode,Problems of bonding with baby,0.36363636363636365
29,"KNN (Hamming, k=7)",Age,0.14285714285714285
29,"KNN (Hamming, k=7)",Feeling sad or Tearful,0.4827586206896552
29,"KNN (Hamming, k=7)",Irritable towards baby & partner,0.55
29,"KNN (Hamming, k=7)",Trouble sleeping at night,0.38095238095238093
29,"KNN (Hamming, k=7)",Problems concentrating or making decision,0.5789473684210527
29,"KNN (Hamming, k=7)",Overeating or loss of appetite,0.7058823529411765
29,"KNN (Hamming, k=7)",Feeling anxious,0.7142857142857143
29,"KNN (Hamming, k=7)",Feeling of guilt,0.5357142857142857
29,"KNN (Hamming, k=7)",Problems of bonding with baby,0.3333333333333333
29,MICE (logistic),Age,0.2857142857142857
29,MICE (logistic),Feeling sad or Tearful,0.41379310344827586
29,MICE (logistic),Irritable towards baby & partner,0.45
29,MICE (logistic),Trouble sleeping at night,0.6190476190476191
29,MICE (logistic),Problems concentrating or making decision,0.3684210526315789
29,MICE (logistic),Overeating or loss of appetite,0.7647058823529411
29,MICE (logistic),Feeling anxious,0.5714285714285714
29,MICE (logistic),Feeling of guilt,0.5357142857142857
29,MICE (logistic),Problems of bonding with baby,0.48484848484848486
29,MICE (random forest),Age,0.23809523809523808
29,MICE (random forest),Feeling sad or Tearful,0.3103448275862069
29,MICE (random forest),Irritable towards baby & partner,0.4
29,MICE (random forest),Trouble sleeping at night,0.42857142857142855
29,MICE (random forest),Problems concentrating or making decision,0.631578947368421
29,MICE (random forest),Overeating or loss of appetite,0.7058823529411765
29,MICE (random forest),Feeling anxious,0.7142857142857143
29,MICE (random forest),Feeling of guilt,0.5
29,MICE (random forest),Problems of bonding with baby,0.36363636363636365
29,Iterative MCA (2 dims),Age,0.23809523809523808
29,Iterative MCA (2 dims),Feeling sad or Tearful,0.41379310344827586
29,Iterative MCA (2 dims),Irritable towards baby & partner,0.65
29,Iterative MCA (2 dims),Trouble sleeping at night,0.3333333333333333
29,Iterative MCA (2 dims),Problems concentrating or making decision,0.631578947368421
29,Iterative MCA (2 dims),Overeating or loss of appetite,0.7647058823529411
29,Iterative MCA (2 dims),Feeling anxious,0.7142857142857143
29,Iterative MCA (2 dims),Feeling of guilt,0.4642857142857143
29,Iterative MCA (2 dims),Problems of bonding with baby,0.36363636363636365
